city,forecast_date,clear_sky_uv_index,uv_index_issued,percent_probability_clear,percent_probability_scattered,percent_probability_broken,total_ozone_amount,serialid
"HARTFORD, CT",6/24/2002,8.88,7.86,0.21,0.63,0.15,313.7,1891
"HARTFORD, CT",6/25/2002,9.24,7.11,0.07,0.51,0.27,303.1,1892
"HARTFORD, CT",6/26/2002,8.86,7.21,0.09,0.57,0.26,314,1893
"HARTFORD, CT",6/27/2002,8.86,6.89,0,0.52,0.39,313.8,1894
"HARTFORD, CT",6/28/2002,9.06,6.72,0,0.43,0.43,308,1895
"HARTFORD, CT",6/29/2002,9.88,8.33,0.12,0.62,0.21,286.4,1896
"HARTFORD, CT",6/30/2002,9.93,7.93,0.07,0.61,0.2,285.2,1897
"HARTFORD, CT",7/1/2002,8.07,5.38,0,0.35,0.36,338.6,1898
"HARTFORD, CT",7/2/2002,8.4,7,0.07,0.59,0.31,326.4,1899
"HARTFORD, CT",7/3/2002,8.58,6.83,0.02,0.6,0.29,320.5,1900
"HARTFORD, CT",7/4/2002,8.97,7.53,0.1,0.58,0.29,308.5,1901
"HARTFORD, CT",7/5/2002,8.93,7.8,0.16,0.59,0.26,309.4,1902
"HARTFORD, CT",7/6/2002,8.47,6.21,0,0.38,0.48,322.7,1903
"HARTFORD, CT",7/7/2002,8.32,7.17,0.11,0.63,0.26,327.1,1904
"HARTFORD, CT",7/8/2002,8.32,7.27,0.11,0.7,0.19,326.7,1905
"HARTFORD, CT",7/9/2002,9.37,7.02,0,0.5,0.35,295.6,1906
"HARTFORD, CT",7/10/2002,8.77,7.71,0.18,0.62,0.2,312.3,1907
"HARTFORD, CT",7/11/2002,7.75,6.79,0.19,0.59,0.22,345.3,1908
"HARTFORD, CT",7/12/2002,8.05,7.17,0.19,0.65,0.17,333.7,1909
"HARTFORD, CT",7/13/2002,7.66,6.75,0.15,0.65,0.21,346.8,1910
"HARTFORD, CT",7/14/2002,7.9,6.2,0.09,0.49,0.3,337.5,1911
"HARTFORD, CT",7/15/2002,7.75,5.97,0.03,0.48,0.38,342.1,1912
"HARTFORD, CT",7/16/2002,7.95,6.46,0.04,0.59,0.31,334.4,1913
"HARTFORD, CT",7/17/2002,8.08,5.56,0,0.41,0.33,329,1914
"HARTFORD, CT",7/18/2002,8.63,6,0,0.45,0.29,310.9,1915
"HARTFORD, CT",7/19/2002,8.6,5.59,0,0.35,0.32,310.8,1916
"HARTFORD, CT",7/20/2002,8.27,6.46,0.02,0.58,0.28,320.3,1917
"HARTFORD, CT",7/21/2002,8.25,6.94,0.13,0.64,0.16,319.9,1918
"HARTFORD, CT",7/22/2002,8.89,7.56,0.12,0.64,0.2,299.4,1919
"HARTFORD, CT",7/23/2002,8.83,6.29,0,0.45,0.33,300.2,1920
"HARTFORD, CT",7/24/2002,8.35,5.23,0,0.33,0.29,314,1921
"HARTFORD, CT",7/25/2002,8.25,6.53,0.14,0.55,0.15,315.9,1922
"HARTFORD, CT",7/26/2002,8.17,5.45,0.1,0.32,0.24,317.5,1923
"HARTFORD, CT",7/27/2002,8.07,5.78,0.02,0.44,0.32,319.7,1924
"HARTFORD, CT",7/28/2002,8.19,4.32,0,0.13,0.33,314.6,1925
"HARTFORD, CT",7/29/2002,8.17,6.72,0.03,0.66,0.25,314.2,1926
"HARTFORD, CT",7/30/2002,8.49,6.5,0,0.5,0.39,303,1927
"HARTFORD, CT",7/31/2002,8.05,7.13,0.17,0.67,0.16,315.6,1928
"HARTFORD, CT",8/2/2002,8.39,6.32,0.1,0.49,0.21,301.8,1929
"HARTFORD, CT",8/3/2002,8.18,6.77,0.11,0.62,0.19,307.2,1930
"HARTFORD, CT",8/4/2002,8.43,7.03,0.07,0.69,0.17,297.9,1931
"HARTFORD, CT",8/5/2002,8.6,6.49,0,0.51,0.35,292.1,1932
"HARTFORD, CT",8/6/2002,7.17,6.14,0.15,0.53,0.32,338.5,1933
"HARTFORD, CT",8/7/2002,6.83,5.66,0.07,0.59,0.3,350.5,1934
"HARTFORD, CT",8/8/2002,6.84,5.02,0,0.41,0.44,348.3,1935
"HARTFORD, CT",8/9/2002,7.13,6.38,0.21,0.64,0.16,335,1936
"HARTFORD, CT",8/10/2002,8.18,6.97,0.11,0.62,0.25,296.7,1937
"HARTFORD, CT",8/11/2002,7.81,6.63,0.12,0.58,0.28,306.6,1938
"HARTFORD, CT",8/12/2002,7.71,6.25,0.11,0.54,0.26,308.2,1939
"HARTFORD, CT",8/13/2002,7.98,6.74,0.12,0.58,0.27,297.3,1940
"HARTFORD, CT",8/14/2002,7.78,6.64,0.14,0.58,0.26,301.8,1941
"HARTFORD, CT",8/15/2002,7.75,6.01,0.07,0.5,0.3,300.9,1942
"HARTFORD, CT",8/16/2002,8.12,6.12,0,0.5,0.36,288.1,1943
"HARTFORD, CT",8/17/2002,7.7,6.34,0.09,0.65,0.17,298.7,1944
"HARTFORD, CT",8/18/2002,7.68,5.42,0,0.46,0.3,297.6,1945
"HARTFORD, CT",8/19/2002,7.31,6.68,0.33,0.61,0.05,308.3,1946
"HARTFORD, CT",8/20/2002,7.49,5.34,0.05,0.4,0.32,299.7,1947
"HARTFORD, CT",8/21/2002,6.95,6.27,0.3,0.59,0.1,317,1948
"HARTFORD, CT",8/22/2002,7.6,6.35,0.1,0.65,0.18,291.7,1949
"HARTFORD, CT",8/23/2002,6.86,4.45,0.02,0.41,0.2,315.6,1950
"HARTFORD, CT",8/24/2002,7.24,2.74,0,0.05,0.08,298.6,1951
"HARTFORD, CT",8/25/2002,6.92,5.13,0,0.43,0.43,308.3,1952
"HARTFORD, CT",8/26/2002,6.88,6.07,0.19,0.65,0.15,307.4,1953
"HARTFORD, CT",8/27/2002,7,5.16,0,0.57,0.22,299.9,1954
"HARTFORD, CT",8/28/2002,7.17,4.86,0.02,0.48,0.17,291.9,1955
"HARTFORD, CT",8/29/2002,7.32,2.55,0,0,0.08,284.7,1956
"HARTFORD, CT",8/30/2002,6.95,2.82,0,0,0.22,294.5,1957
"HARTFORD, CT",8/31/2002,6.69,5.03,0.1,0.55,0.12,300.9,1958
"HARTFORD, CT",9/1/2002,6.55,5.41,0.3,0.48,0.07,303.5,1959
"HARTFORD, CT",9/2/2002,6.32,2.73,0,0.08,0.17,309.9,1960
"HARTFORD, CT",9/3/2002,6.31,4.37,0.01,0.39,0.35,307.2,1961
"HARTFORD, CT",9/4/2002,6.57,5.42,0.09,0.59,0.26,294.2,1962
"HARTFORD, CT",9/5/2002,6.23,5.49,0.27,0.59,0.1,304.3,1963
"HARTFORD, CT",9/6/2002,6.06,5.67,0.45,0.53,0.02,308.7,1964
"HARTFORD, CT",9/7/2002,6.1,5.43,0.28,0.52,0.2,303.3,1965
"HARTFORD, CT",9/8/2002,6.3,5.76,0.36,0.55,0.09,292.7,1966
"HARTFORD, CT",9/9/2002,6.68,6.09,0.29,0.64,0.07,275.1,1967
"HARTFORD, CT",9/10/2002,6.82,6.14,0.25,0.63,0.12,267.7,1968
"HARTFORD, CT",9/11/2002,6.4,4.26,0,0.32,0.4,279,1969
"HARTFORD, CT",9/12/2002,5.34,4.8,0.29,0.56,0.15,321.1,1970
"HARTFORD, CT",9/13/2002,5.32,4.66,0.13,0.67,0.2,318.5,1971
"HARTFORD, CT",9/14/2002,5.62,4.27,0,0.59,0.25,300.3,1972
"HARTFORD, CT",9/15/2002,5.95,2.89,0,0.13,0.23,282.9,1973
"HARTFORD, CT",9/16/2002,5.79,2.42,0,0.02,0.22,286.3,1974
"HARTFORD, CT",9/17/2002,5.4,4.55,0.18,0.55,0.21,299.1,1975
"HARTFORD, CT",9/18/2002,5.48,5.06,0.37,0.6,0.02,292.2,1976
"HARTFORD, CT",9/19/2002,5.36,4.26,0.19,0.49,0.16,293.9,1977
"HARTFORD, CT",9/20/2002,5.58,4.57,0.18,0.56,0.14,280.6,1978
"HARTFORD, CT",9/21/2002,5.52,4.65,0.2,0.59,0.12,279.1,1979
"HARTFORD, CT",9/22/2002,5.32,3.84,0.07,0.44,0.25,284.6,1980
"HARTFORD, CT",9/23/2002,5.13,2.8,0.02,0.19,0.26,289.5,1981
"HARTFORD, CT",9/24/2002,5.08,4.12,0.12,0.6,0.16,287.7,1982
"HARTFORD, CT",9/25/2002,5.18,4.38,0.27,0.55,0.07,279,1983
"HARTFORD, CT",9/26/2002,5.35,3,0.07,0.15,0.27,267.9,1984
"HARTFORD, CT",9/27/2002,5.51,2.02,0,0.01,0.11,257.5,1985
"HARTFORD, CT",9/28/2002,5.2,4.17,0.15,0.5,0.23,266.4,1986
"HARTFORD, CT",9/29/2002,5.06,4.4,0.22,0.6,0.14,268.6,1987
"HARTFORD, CT",9/30/2002,4.78,3.75,0.15,0.44,0.27,277.5,1988
"HARTFORD, CT",10/1/2002,4.7,4.14,0.23,0.57,0.19,277.5,1989
"HARTFORD, CT",10/2/2002,4.8,3.29,0.12,0.3,0.28,268.7,1990
"HARTFORD, CT",10/3/2002,5.01,2.81,0.1,0.17,0.19,255.1,1991
"HARTFORD, CT",10/4/2002,4.88,2.52,0.03,0.17,0.2,257,1992
"HARTFORD, CT",10/5/2002,4.63,2.66,0.02,0.24,0.26,264.7,1993
"HARTFORD, CT",10/6/2002,4.5,3.68,0.49,0.29,0.01,266.9,1994
"HARTFORD, CT",10/7/2002,4.45,2.29,0.02,0.17,0.21,265,1995
"HARTFORD, CT",10/8/2002,3.85,3.29,0.41,0.38,0.1,294.5,1996
"HARTFORD, CT",10/9/2002,3.87,2.71,0.25,0.26,0.16,289.3,1997
"HARTFORD, CT",10/10/2002,3.73,2.6,0.13,0.35,0.22,293.6,1998
"HARTFORD, CT",10/11/2002,3.68,1.53,0.02,0.05,0.14,292.5,1999
